applicant_id,ism,jins,yosh,viloyat,bandlik,ish_staji_oy,deklaratsiya_daromad,oila_azolari,talim,mijoz_boldi_oy
A001329,G'ulomov Malika,F,56,Andijon,o'z_ishi,91,6930000,4,orta,63
A001330,Toshmatov Dilnoza,F,25,Andijon,byudjet,69,4770000,2,oliy,105
A001331,Ochilov Muslima,F,35,Sirdaryo,xususiy,29,9420000,4,oliy,45
A001332,Xasanov Madina,F,34,Toshkent,xususiy,137,12760000,3,orta,16
A001333,Xudoyberdiyev Nilufar,F,62,Toshkent,xususiy,129,13470000,7,orta_maxsus,18
A001334,Egamberdiyev Dilnoza,F,22,Qashqadaryo,qurilish,149,9720000,3,oliy,55
A001335,Ochilov Zarina,F,51,Buxoro,xususiy,128,10690000,4,orta,81
A001336,Rahimov Malika,F,44,Xorazm,xususiy,87,3090000,5,orta_maxsus,47
A001337,Qodirov Aziza,F,50,Toshkent,xususiy,37,3010000,2,orta_maxsus,48
A001338,Ravshanov Sevara,F,48,Toshkent,savdo,40,2960000,4,orta,14
A001339,Abdullayev Gulnora,F,41,Qashqadaryo,xususiy,2,2740000,1,orta_maxsus,92
A001340,Raximov Bekzod,M,51,Namangan,xususiy,127,12270000,5,oliy,15
A001341,Qodirov Mirzo,M,51,Farg'ona,qurilish,7,5060000,1,orta,97
A001342,Boboyev Zarina,F,37,Surxondaryo,xususiy,109,3880000,7,orta,103
A001343,Sharipov Muslima,F,51,Toshkent,byudjet,98,6930000,2,orta,76
A001344,G'ulomov Mirzo,M,63,Samarqand,xususiy,33,8760000,5,oliy,12
A001345,Raximov Mohira,F,51,Xorazm,qurilish,171,6910000,6,orta_maxsus,20
A001346,Aliyev Otabek,M,29,Toshkent,transport,77,6880000,6,orta_maxsus,120
A001347,Qurbonov Oybek,M,23,Jizzax,xususiy,95,4040000,7,orta,84
A001348,Bekmurodov Sardor,M,47,Navoiy,byudjet,77,4460000,4,orta,102
A001349,Muhammadiyev Otabek,M,57,Toshkent,xususiy,32,2230000,4,oliy,82
A001350,Mirzayev Anvar,M,32,Samarqand,ishsiz,0,1970000,7,orta,45
A001351,Egamberdiyev Mirzo,M,27,Surxondaryo,transport,29,13650000,4,orta_maxsus,89
A001352,Muhammadiyev Mirzo,M,51,Farg'ona,xususiy,93,4430000,3,oliy,60
A001353,Yo'ldoshev Mirzo,M,62,Qashqadaryo,o'z_ishi,83,6140000,7,orta,40
A001354,Sultonov Lola,F,46,Andijon,o'z_ishi,64,2530000,3,oliy,53
A001355,Nazarov Zafar,M,44,Samarqand,ishsiz,0,4810000,1,oliy,0
A001356,Nazarov Zarina,F,42,Sirdaryo,o'z_ishi,42,4350000,4,orta_maxsus,34
A001357,Xolmatov Oybek,M,59,Samarqand,savdo,106,4690000,3,orta,60
A001358,Mirzayev Nargiza,F,54,Samarqand,savdo,154,3480000,7,orta_maxsus,44
A001359,Hamidov Diyor,M,32,Qashqadaryo,transport,46,5420000,7,oliy,41
A001360,Sharipov Shuhrat,M,62,Buxoro,savdo,156,4010000,3,oliy,30
A001361,Xasanov Oybek,M,51,Qoraqalpog'iston,IT,149,6710000,2,orta_maxsus,51
A001362,Ochilov Aziz,M,33,Buxoro,ishsiz,0,1200000,3,orta,66
A001363,Nazarov Dildora,F,43,Xorazm,xususiy,59,1260000,5,orta_maxsus,32
A001364,Sultonov Kamola,F,23,Farg'ona,savdo,111,4320000,4,orta,35
A001365,Xudoyberdiyev Madina,F,60,Qoraqalpog'iston,xususiy,143,4520000,3,oliy,13
A001366,Tursunov Anvar,M,43,Farg'ona,byudjet,71,6930000,5,oliy,33
A001367,Bekmurodov Javohir,M,29,Toshkent,transport,18,2290000,6,orta,0
A001368,Saidov Lola,F,28,Farg'ona,qurilish,142,1490000,2,orta,32
A001369,Raximov Doston,M,37,Samarqand,byudjet,111,3290000,1,oliy,0
A001370,Qurbonov Davron,M,42,Xorazm,savdo,128,4110000,4,oliy,1
A001371,Musayev Ulugbek,M,49,Surxondaryo,ishsiz,0,9110000,7,orta,78
A001372,Bekmurodov Muslima,F,39,Xorazm,savdo,130,2320000,7,orta,35
A001373,Raximov Kamron,M,39,Navoiy,xususiy,113,6400000,5,oliy,1
A001374,Normatov Behruz,M,32,Sirdaryo,xususiy,123,3600000,6,oliy,65
A001375,Yusupov Feruza,F,27,Andijon,savdo,89,8110000,6,orta,53
A001376,Ravshanov Aziza,F,57,Qoraqalpog'iston,xususiy,135,8320000,2,oliy,120
A001377,Ergashev Nozima,F,38,Sirdaryo,qurilish,75,2470000,5,orta_maxsus,80
A001378,Qurbonov Jasur,M,57,Farg'ona,xususiy,44,5690000,4,orta,110
A001379,Nazarov Aziza,F,28,Andijon,o'z_ishi,162,3030000,2,orta,15
A001380,Toshmatov Elyor,M,52,Surxondaryo,qurilish,149,3210000,1,orta,75
A001381,Mirzayev Dilnoza,F,46,Andijon,xususiy,90,5060000,2,oliy,102
A001382,Raximov Sanjar,M,56,Toshkent,byudjet,131,2340000,5,orta_maxsus,21
A001383,Raximov Zafar,M,45,Navoiy,o'z_ishi,45,3390000,7,oliy,48
A001384,Nurmatov Gulnora,F,45,Namangan,xususiy,120,3880000,2,orta,82
A001385,Toshmatov Zafar,M,61,Samarqand,byudjet,72,9930000,3,orta,97
A001386,Ismoilov Diyor,M,23,Qoraqalpog'iston,qurilish,120,6500000,6,oliy,92
A001387,Yusupov Ulugbek,M,30,Qoraqalpog'iston,qurilish,46,10810000,7,orta_maxsus,23
A001388,Raximov Nargiza,F,42,Farg'ona,xususiy,112,4350000,4,orta,89
A001389,Raximov Malika,F,60,Farg'ona,xususiy,32,2910000,2,orta_maxsus,66
A001390,Sattorov Akmal,M,37,Buxoro,IT,140,6160000,1,orta_maxsus,1
A001391,Umarov Otabek,M,45,Xorazm,xususiy,99,2300000,6,oliy,43
A001392,Xasanov Behruz,M,62,Navoiy,qurilish,107,2710000,4,oliy,5
A001393,Hamidov Nodir,M,21,Toshkent,transport,57,20220000,5,oliy,100
A001394,Tursunov Kamola,F,36,Navoiy,xususiy,69,5670000,5,oliy,51
A001395,Yo'ldoshev Islom,M,41,Jizzax,qurilish,169,4190000,7,oliy,108
A001396,Tursunov Shohruh,M,33,Qashqadaryo,byudjet,9,2130000,4,oliy,65
A001397,Ismoilov Jasur,M,35,Xorazm,savdo,180,4690000,1,orta,112
A001398,Saidov Behruz,M,45,Andijon,byudjet,132,1310000,7,oliy,34
A001399,G'ulomov Madina,F,58,Qashqadaryo,savdo,165,3170000,5,orta_maxsus,94
A001400,Ergashev Kamron,M,48,Surxondaryo,xususiy,25,1670000,3,oliy,16
A001401,G'ulomov Sevara,F,57,Navoiy,xususiy,154,6480000,1,orta_maxsus,44
A001402,Umarov Nargiza,F,27,Navoiy,savdo,88,6280000,6,oliy,111
A001403,Rahimov Islom,M,32,Andijon,xususiy,68,5640000,5,oliy,35
A001404,Ravshanov Davron,M,55,Qashqadaryo,o'z_ishi,43,2240000,1,orta,12
A001405,Ravshanov Gulnora,F,28,Namangan,IT,5,8880000,5,oliy,111
A001406,Nazarov Timur,M,32,Navoiy,xususiy,104,3870000,1,orta_maxsus,87
A001407,Yusupov Dildora,F,27,Qoraqalpog'iston,transport,168,3820000,4,orta,64
A001408,Saidov Nozima,F,29,Jizzax,xususiy,62,2560000,2,oliy,88
A001409,Muhammadiyev Kamron,M,21,Sirdaryo,o'z_ishi,162,4140000,4,orta,41
A001410,Karimov Shohruh,M,25,Surxondaryo,xususiy,55,13780000,3,oliy,71
A001411,Raximov Nargiza,F,31,Buxoro,xususiy,141,15270000,4,orta_maxsus,24
A001412,Boboyev Dildora,F,30,Farg'ona,xususiy,103,13220000,3,orta,53
A001413,Muhammadiyev Otabek,M,25,Surxondaryo,IT,91,5020000,6,oliy,29
A001414,Sultonov Feruza,F,22,Jizzax,o'z_ishi,114,3700000,6,orta_maxsus,9
A001415,Sultonov Mirzo,M,35,Jizzax,ishsiz,0,2350000,1,oliy,75
A001416,Xasanov Shohruh,M,38,Farg'ona,o'z_ishi,39,14760000,4,orta_maxsus,109
A001417,Aliyev Gulnora,F,37,Andijon,byudjet,58,3900000,6,oliy,103
A001418,Rahimov Sevara,F,23,Andijon,byudjet,153,2350000,3,oliy,26
A001419,Egamberdiyev Rustam,M,30,Qoraqalpog'iston,transport,78,4310000,5,orta,15
A001420,Qurbonov Rustam,M,37,Farg'ona,savdo,11,2220000,6,orta,91
A001421,Ravshanov Kamola,F,25,Farg'ona,qurilish,137,2070000,4,orta,110
A001422,Musayev Lola,F,63,Andijon,o'z_ishi,134,3680000,6,orta,66
A001423,Umarov Oybek,M,33,Andijon,xususiy,93,4210000,6,oliy,77
A001424,Xasanov Nilufar,F,41,Qashqadaryo,byudjet,19,1510000,4,oliy,35
A001425,Jo'rayev Sabina,F,42,Sirdaryo,xususiy,37,7570000,4,orta_maxsus,31
A001426,Qurbonov Elyor,M,57,Namangan,qurilish,118,5270000,6,oliy,13
A001427,Mirzayev Mirzo,M,48,Samarqand,xususiy,102,12010000,7,oliy,31
A001428,Jo'rayev Mirzo,M,59,Surxondaryo,xususiy,86,3090000,1,orta_maxsus,107
A001429,Raximov Sabina,F,41,Buxoro,IT,144,1310000,7,oliy,112
A001430,Mirzayev Kamron,M,58,Andijon,byudjet,121,5380000,2,oliy,97
A001431,Muhammadiyev Anvar,M,52,Namangan,transport,122,1570000,5,orta,80
A001432,Raximov Rustam,M,54,Toshkent,savdo,56,8090000,2,orta,96
A001433,Ergashev Oybek,M,23,Qashqadaryo,transport,36,3560000,6,orta_maxsus,94
A001434,Nazarov Aziza,F,63,Namangan,byudjet,155,1560000,5,orta_maxsus,66
A001435,Qurbonov Farrux,M,33,Andijon,o'z_ishi,63,5280000,4,orta,103
A001436,Musayev Oybek,M,25,Qashqadaryo,IT,78,2920000,3,orta_maxsus,117
A001437,G'ulomov Nozima,F,28,Buxoro,IT,112,36960000,6,orta_maxsus,43
A001438,Ergashev Malika,F,50,Andijon,o'z_ishi,178,3910000,5,orta,19
A001439,Mirzayev Nozima,F,25,Toshkent,o'z_ishi,62,3200000,7,oliy,71
A001440,Abdullayev Shohruh,M,27,Samarqand,o'z_ishi,82,2540000,1,orta_maxsus,4
A001441,Ismoilov Sanjar,M,21,Buxoro,transport,69,5610000,3,oliy,51
A001442,Xasanov Umid,M,63,Qashqadaryo,xususiy,100,3180000,7,orta,78
A001443,Boboyev Ulugbek,M,35,Navoiy,savdo,125,3440000,5,oliy,71
A001444,Yo'ldoshev Sanjar,M,51,Toshkent,xususiy,82,4130000,1,orta_maxsus,109
A001445,Boboyev Malika,F,49,Buxoro,xususiy,53,5560000,6,oliy,120
A001446,Hamidov Ulugbek,M,44,Jizzax,byudjet,121,4520000,6,orta,117
A001447,Ravshanov Behruz,M,46,Xorazm,byudjet,98,9610000,7,orta_maxsus,34
A001448,Muhammadiyev Nozima,F,36,Xorazm,xususiy,104,8180000,7,oliy,37
A001449,Ochilov Feruza,F,37,Xorazm,IT,157,5280000,1,orta,19
A001450,Sultonov Davron,M,33,Surxondaryo,xususiy,137,2830000,4,oliy,66
A001451,Muhammadiyev Nargiza,F,27,Surxondaryo,xususiy,126,4710000,2,orta_maxsus,33
A001452,Qodirov Bekzod,M,58,Xorazm,savdo,56,2350000,6,orta,94
A001453,Rahimov Shahzoda,F,34,Surxondaryo,o'z_ishi,95,4800000,5,oliy,50
A001454,Yusupov Bekzod,M,45,Xorazm,transport,100,13570000,2,orta_maxsus,32
A001455,Rahimov Alisher,M,57,Namangan,transport,86,3070000,5,orta_maxsus,23
A001456,Tursunov Kamola,F,39,Jizzax,savdo,29,6840000,6,oliy,119
A001457,Abdullayev Bekzod,M,47,Surxondaryo,xususiy,44,2060000,7,orta_maxsus,90
A001458,Aliyev Lola,F,63,Andijon,savdo,133,3640000,7,oliy,81
A001459,Yo'ldoshev Rustam,M,21,Namangan,transport,68,4630000,3,oliy,116
A001460,Normatov Behruz,M,32,Qoraqalpog'iston,xususiy,1,6530000,3,orta,119
A001461,Ravshanov Nodir,M,21,Toshkent,savdo,55,13300000,7,orta_maxsus,117
A001462,Aliyev Charos,F,31,Buxoro,IT,32,7140000,5,orta,13
A001463,G'ulomov Dilnoza,F,56,Navoiy,xususiy,111,4120000,1,oliy,11
A001464,Abdullayev Kamron,M,27,Navoiy,xususiy,160,9570000,6,orta_maxsus,38
A001465,Xudoyberdiyev Mohira,F,53,Navoiy,savdo,174,7300000,2,orta,109
A001466,Ochilov Nilufar,F,27,Farg'ona,byudjet,118,5080000,2,orta_maxsus,76
A001467,Jo'rayev Madina,F,55,Namangan,qurilish,113,5820000,1,orta_maxsus,91
A001468,Umarov Jasur,M,45,Buxoro,byudjet,172,10010000,3,orta,100
A001469,Ravshanov Bekzod,M,27,Farg'ona,xususiy,163,2430000,7,orta_maxsus,11
A001470,Xudoyberdiyev Dilnoza,F,23,Namangan,qurilish,91,2540000,2,oliy,96
A001471,Saidov Sardor,M,52,Navoiy,byudjet,179,6750000,3,orta_maxsus,6
A001472,G'ulomov Charos,F,36,Namangan,transport,84,7850000,7,orta_maxsus,73
A001473,Sharipov Timur,M,37,Andijon,xususiy,105,10190000,4,orta_maxsus,73
A001474,Musayev Davron,M,21,Toshkent,byudjet,149,5480000,7,orta,81
A001475,Ochilov Zarina,F,29,Qashqadaryo,savdo,14,5350000,5,orta_maxsus,118
A001476,Qurbonov Muslima,F,28,Namangan,byudjet,172,2540000,1,oliy,101
A001477,Raximov Kamron,M,61,Sirdaryo,o'z_ishi,147,1730000,6,orta,119
A001478,Saidov Nozima,F,21,Jizzax,IT,156,4830000,7,oliy,56
A001479,Xolmatov Mohira,F,28,Andijon,xususiy,177,760000,5,oliy,115
A001480,Rahimov Zarina,F,41,Andijon,qurilish,109,11330000,3,orta,6
A001481,Abdullayev Nilufar,F,24,Xorazm,xususiy,72,3290000,6,orta_maxsus,82
A001482,Bekmurodov Zarina,F,38,Navoiy,savdo,22,12100000,2,orta_maxsus,13
A001483,Saidov Zafar,M,35,Samarqand,xususiy,127,21550000,3,orta,115
A001484,Sattorov Islom,M,26,Surxondaryo,savdo,99,3510000,6,orta,47
A001485,Tursunov Nargiza,F,23,Xorazm,byudjet,16,7270000,4,orta_maxsus,104
A001486,Saidov Lola,F,58,Namangan,transport,59,1070000,2,orta_maxsus,26
A001487,Sultonov Kamola,F,26,Jizzax,qurilish,57,9960000,6,orta,119
A001488,Yo'ldoshev Nozima,F,30,Qashqadaryo,qurilish,23,2340000,7,orta_maxsus,119
A001489,Saidov Shahzoda,F,57,Xorazm,xususiy,28,3470000,7,oliy,86
A001490,Qodirov Sardor,M,43,Xorazm,IT,103,3980000,2,orta_maxsus,22
A001491,Aliyev Ulugbek,M,41,Jizzax,IT,85,2570000,7,orta,104
A001492,Xudoyberdiyev Gulnora,F,34,Sirdaryo,IT,43,7640000,4,orta,14
A001493,Muhammadiyev Mirzo,M,34,Xorazm,IT,24,3130000,2,orta,25
A001494,G'ulomov Sabina,F,63,Farg'ona,byudjet,153,4350000,5,oliy,101
A001495,Rahimov Mohira,F,43,Samarqand,transport,148,5670000,2,orta,4
A001496,Karimov Davron,M,62,Andijon,savdo,96,4580000,2,orta_maxsus,17
A001497,Muhammadiyev Kamron,M,54,Andijon,qurilish,99,2700000,1,orta,62
A001498,Sultonov Nilufar,F,40,Jizzax,xususiy,2,8390000,3,orta_maxsus,26
A001499,Ismoilov Kamola,F,37,Namangan,o'z_ishi,75,19660000,1,oliy,80
A001500,Umarov Muslima,F,24,Qashqadaryo,xususiy,120,6440000,6,oliy,73
A001501,Sharipov Davron,M,31,Andijon,xususiy,118,3110000,5,orta,1
A001502,Ismoilov Sabina,F,21,Namangan,IT,4,6500000,4,orta,17
A001503,Jo'rayev Rustam,M,40,Surxondaryo,xususiy,10,2320000,1,orta_maxsus,5
A001504,Qurbonov Nurbek,M,46,Samarqand,xususiy,34,1610000,5,orta_maxsus,101
A001505,Xolmatov Dildora,F,34,Andijon,byudjet,159,4900000,5,oliy,90
A001506,Jo'rayev Doston,M,57,Xorazm,xususiy,67,2660000,7,orta,115
A001507,Mirzayev Nargiza,F,36,Namangan,savdo,30,1820000,3,orta,68
A001508,Ergashev Sevara,F,27,Surxondaryo,o'z_ishi,76,5610000,5,orta,75
A001509,Ismoilov Gulnora,F,43,Toshkent,savdo,175,7270000,5,orta,65
A001510,Boboyev Diyor,M,50,Sirdaryo,transport,150,11650000,1,orta,46
A001511,Rahimov Zafar,M,52,Jizzax,xususiy,96,3160000,5,orta_maxsus,5
A001512,Saidov Akmal,M,52,Samarqand,xususiy,107,3560000,1,orta,100
A001513,Ravshanov Shahzoda,F,47,Toshkent,o'z_ishi,160,4030000,6,oliy,52
A001514,Normatov Dildora,F,32,Andijon,byudjet,112,5580000,5,orta,86
A001515,Egamberdiyev Nurbek,M,46,Qashqadaryo,qurilish,130,5630000,1,orta_maxsus,53
A001516,Qurbonov Mirzo,M,32,Sirdaryo,byudjet,46,6020000,7,oliy,21
A001517,Abdullayev Shuhrat,M,42,Xorazm,savdo,97,5130000,6,oliy,82
A001518,Tursunov Sanjar,M,24,Navoiy,xususiy,115,12220000,7,orta_maxsus,98
A001519,Normatov Gulnora,F,28,Qashqadaryo,o'z_ishi,15,2530000,2,orta_maxsus,103
A001520,Ismoilov Sevara,F,35,Jizzax,byudjet,170,10090000,3,orta,61
A001521,Muhammadiyev Aziza,F,57,Xorazm,xususiy,64,2250000,1,oliy,54
A001522,Ergashev Lola,F,35,Toshkent,xususiy,81,8860000,5,orta_maxsus,59
A001523,Toshmatov Nodir,M,25,Surxondaryo,xususiy,136,4490000,7,orta,13
A001524,Karimov Otabek,M,50,Qashqadaryo,xususiy,48,7640000,5,oliy,14
A001525,Ochilov Davron,M,49,Buxoro,savdo,133,3920000,4,orta_maxsus,23
A001526,Ergashev Aziz,M,51,Surxondaryo,savdo,124,8120000,6,orta,91
A001527,Xudoyberdiyev Ulugbek,M,36,Toshkent,xususiy,135,4190000,4,oliy,42
A001528,Raximov Gulnora,F,53,Samarqand,transport,164,9690000,3,oliy,114
A001529,Aliyev Alisher,M,27,Qoraqalpog'iston,qurilish,134,3830000,7,orta_maxsus,6
A001530,G'ulomov Sabina,F,37,Toshkent,ishsiz,0,7060000,4,orta,73
A001531,Yusupov Bekzod,M,34,Samarqand,savdo,83,4400000,3,oliy,0
A001532,Boboyev Feruza,F,30,Farg'ona,xususiy,149,3510000,3,oliy,20
A001533,Ravshanov Zafar,M,47,Andijon,o'z_ishi,24,2210000,5,orta,0
A001534,Boboyev Shohruh,M,30,Sirdaryo,byudjet,39,4560000,5,orta_maxsus,13
A001535,Egamberdiyev Elyor,M,29,Farg'ona,xususiy,100,4040000,1,orta,93
A001536,Yusupov Islom,M,34,Jizzax,o'z_ishi,85,3740000,2,orta_maxsus,102
A001537,Qodirov Umid,M,53,Jizzax,qurilish,124,3850000,5,oliy,113
A001538,Mirzayev Bekzod,M,51,Farg'ona,xususiy,156,5590000,4,oliy,7
A001539,Abdullayev Sevara,F,57,Surxondaryo,byudjet,85,2900000,4,orta_maxsus,29
A001540,Yo'ldoshev Bobur,M,50,Surxondaryo,qurilish,134,2870000,1,oliy,91
A001541,Ravshanov Otabek,M,27,Jizzax,xususiy,64,2980000,1,oliy,15
A001542,Qodirov Zilola,F,39,Surxondaryo,IT,179,1870000,5,oliy,51
A001543,Toshmatov Sabina,F,59,Xorazm,byudjet,66,5580000,3,orta_maxsus,21
A001544,Sultonov Doston,M,28,Qashqadaryo,o'z_ishi,76,3040000,2,orta_maxsus,60
A001545,Nurmatov Behruz,M,60,Andijon,o'z_ishi,96,3520000,7,oliy,41
A001546,Ismoilov Sanjar,M,30,Buxoro,xususiy,146,4470000,1,orta,43
A001547,Saidov Gulnora,F,49,Qashqadaryo,IT,4,23990000,4,orta_maxsus,58
A001548,Saidov Aziza,F,48,Farg'ona,qurilish,30,1800000,7,orta,29
A001549,Sharipov Feruza,F,33,Namangan,xususiy,171,780000,2,orta,5
A001550,Bekmurodov Behruz,M,38,Buxoro,xususiy,139,8120000,7,oliy,83
A001551,Ravshanov Bekzod,M,35,Farg'ona,xususiy,69,5800000,2,orta,100
A001552,Xasanov Nargiza,F,23,Qashqadaryo,savdo,149,6670000,7,oliy,54
A001553,Saidov Elyor,M,39,Andijon,qurilish,160,6430000,3,orta_maxsus,23
A001554,Rahimov Nargiza,F,40,Qashqadaryo,o'z_ishi,35,3630000,7,orta_maxsus,8
A001555,Rahimov Diyor,M,38,Buxoro,xususiy,111,5430000,5,oliy,69
A001556,Ravshanov Doston,M,39,Toshkent,byudjet,175,1570000,6,oliy,32
A001557,Sattorov Bekzod,M,41,Qoraqalpog'iston,transport,167,5590000,6,orta_maxsus,80
A001558,Nazarov Sabina,F,50,Jizzax,xususiy,111,10640000,6,oliy,8
A001559,Ochilov Sardor,M,55,Surxondaryo,xususiy,64,2460000,4,orta_maxsus,76
A001560,Ismoilov Nodir,M,28,Andijon,qurilish,102,10390000,2,oliy,89
A001561,Karimov Zarina,F,28,Sirdaryo,IT,73,5130000,4,orta,97
A001562,Tursunov Aziza,F,32,Navoiy,o'z_ishi,48,5020000,6,oliy,74
A001563,Tursunov Sevara,F,29,Qoraqalpog'iston,IT,37,4140000,2,orta_maxsus,34
A001564,Aliyev Rustam,M,57,Buxoro,transport,131,7980000,7,orta,53
A001565,Ergashev Mirzo,M,40,Andijon,byudjet,10,4830000,6,orta,14
A001566,Qurbonov Sabina,F,26,Andijon,savdo,57,4950000,1,oliy,28
A001567,Bekmurodov Shahzoda,F,56,Toshkent,byudjet,171,2100000,4,oliy,90
A001568,Muhammadiyev Kamola,F,63,Xorazm,xususiy,53,9910000,1,orta_maxsus,6
A001569,Raximov Otabek,M,31,Sirdaryo,o'z_ishi,151,4260000,5,oliy,53
A001570,Egamberdiyev Bobur,M,52,Buxoro,qurilish,46,8670000,7,oliy,82
A001571,Umarov Behruz,M,41,Surxondaryo,o'z_ishi,38,11020000,7,oliy,120
A001572,Raximov Shohruh,M,56,Qoraqalpog'iston,transport,69,6640000,7,orta,66
A001573,Normatov Nodir,M,45,Samarqand,savdo,118,9200000,6,orta_maxsus,111
A001574,Tursunov Shuhrat,M,49,Qoraqalpog'iston,byudjet,141,5740000,3,oliy,16
A001575,Ismoilov Umid,M,56,Qashqadaryo,qurilish,91,2790000,2,oliy,53
A001576,Normatov Shohruh,M,52,Andijon,xususiy,94,2600000,5,oliy,26
A001577,Qodirov Mohira,F,39,Namangan,byudjet,10,1740000,3,oliy,114
A001578,G'ulomov Mirzo,M,47,Jizzax,savdo,129,1190000,7,orta_maxsus,98
A001579,Aliyev Feruza,F,61,Farg'ona,IT,116,3390000,5,orta,9
A001580,Tursunov Kamola,F,47,Qashqadaryo,o'z_ishi,174,8110000,1,orta,17
A001581,Ravshanov Dilnoza,F,36,Andijon,qurilish,15,4060000,6,oliy,42
A001582,Sharipov Zafar,M,53,Namangan,transport,152,6790000,3,oliy,43
A001583,Hamidov Shahzoda,F,26,Samarqand,xususiy,24,7100000,1,orta,115
A001584,Ravshanov Timur,M,45,Namangan,qurilish,160,3500000,5,oliy,25
A001585,Tursunov Sabina,F,40,Sirdaryo,IT,149,3280000,4,oliy,41
A001586,Yo'ldoshev Sevara,F,36,Sirdaryo,savdo,52,3040000,7,oliy,59
A001587,Boboyev Zarina,F,25,Qashqadaryo,savdo,105,3900000,6,orta,23
A001588,Toshmatov Mohira,F,45,Buxoro,savdo,126,2550000,3,orta_maxsus,9
A001589,Musayev Nilufar,F,37,Qoraqalpog'iston,xususiy,29,1920000,4,oliy,20
A001590,Sultonov Muslima,F,36,Xorazm,IT,54,6000000,7,orta,4
A001591,Boboyev Timur,M,34,Farg'ona,byudjet,172,5590000,3,orta_maxsus,6
A001592,Saidov Javohir,M,47,Farg'ona,o'z_ishi,158,2550000,5,oliy,47
A001593,Normatov Gulnora,F,38,Navoiy,byudjet,152,1620000,6,orta_maxsus,70
A001594,Qodirov Elyor,M,22,Navoiy,xususiy,77,2040000,6,oliy,80
A001595,Xolmatov Kamola,F,22,Qashqadaryo,ishsiz,0,3050000,7,orta_maxsus,38
A001596,Ismoilov Aziz,M,50,Qoraqalpog'iston,savdo,166,10970000,2,orta_maxsus,98
A001597,Ergashev Nurbek,M,43,Toshkent,xususiy,104,7250000,7,orta_maxsus,103
A001598,Xudoyberdiyev Nozima,F,61,Samarqand,xususiy,55,7010000,4,oliy,115
A001599,Egamberdiyev Jasur,M,53,Xorazm,o'z_ishi,142,3440000,3,oliy,98
A001600,Egamberdiyev Kamola,F,25,Surxondaryo,savdo,162,1060000,5,orta,70
A001601,Ismoilov Aziz,M,59,Buxoro,byudjet,93,950000,2,oliy,27
A001602,Boboyev Malika,F,55,Qashqadaryo,savdo,156,2120000,7,orta_maxsus,120
A001603,Yo'ldoshev Muslima,F,62,Xorazm,o'z_ishi,12,5610000,3,oliy,99
A001604,G'ulomov Nilufar,F,38,Buxoro,IT,180,1780000,6,orta_maxsus,108
A001605,Xudoyberdiyev Diyor,M,28,Xorazm,ishsiz,0,6880000,3,orta,70
A001606,Musayev Zafar,M,60,Sirdaryo,o'z_ishi,106,5250000,5,orta_maxsus,83
A001607,Xudoyberdiyev Zarina,F,30,Sirdaryo,qurilish,74,2410000,6,orta_maxsus,97
A001608,Raximov Sanjar,M,44,Andijon,xususiy,144,5270000,1,orta,80
A001609,Sharipov Charos,F,59,Qashqadaryo,o'z_ishi,147,10610000,3,orta_maxsus,63
A001610,Hamidov Aziza,F,62,Qoraqalpog'iston,qurilish,78,2970000,7,oliy,102
A001611,Raximov Shahzoda,F,41,Farg'ona,xususiy,16,6540000,3,oliy,104
A001612,Mirzayev Alisher,M,28,Surxondaryo,byudjet,8,6980000,7,orta_maxsus,55
A001613,Toshmatov Sevara,F,58,Samarqand,IT,64,10600000,4,orta,46
A001614,Sattorov Islom,M,31,Navoiy,byudjet,10,1770000,3,orta_maxsus,22
A001615,Musayev Sabina,F,24,Jizzax,savdo,48,3690000,7,oliy,12
A001616,Sattorov Zarina,F,41,Xorazm,o'z_ishi,102,4550000,1,oliy,80
A001617,Aliyev Shahzoda,F,23,Xorazm,o'z_ishi,83,6590000,4,orta,55
A001618,Qurbonov Dildora,F,41,Navoiy,xususiy,142,5000000,5,orta,58
A001619,Ochilov Bobur,M,44,Qashqadaryo,transport,174,2580000,4,oliy,8
A001620,Ochilov Kamola,F,28,Andijon,o'z_ishi,9,7030000,5,orta_maxsus,84
A001621,Ravshanov Anvar,M,26,Qoraqalpog'iston,xususiy,109,3480000,1,orta,107
A001622,Yusupov Gulnora,F,23,Toshkent,byudjet,162,3100000,4,orta,16
A001623,Qodirov Zilola,F,62,Buxoro,savdo,5,7850000,2,oliy,100
A001624,Abdullayev Islom,M,31,Sirdaryo,xususiy,110,12720000,6,orta_maxsus,77
A001625,Boboyev Nilufar,F,43,Qoraqalpog'iston,qurilish,70,11470000,2,oliy,97
A001626,Mirzayev Shohruh,M,35,Farg'ona,qurilish,160,4240000,5,orta_maxsus,67
A001627,Xasanov Zilola,F,56,Farg'ona,o'z_ishi,50,2970000,5,orta_maxsus,13
A001628,Toshmatov Malika,F,58,Xorazm,savdo,94,5270000,3,orta_maxsus,46
A001629,Karimov Nozima,F,51,Toshkent,xususiy,121,2660000,5,orta,76
A001630,Xolmatov Elyor,M,46,Farg'ona,transport,123,5110000,4,orta,103
A001631,Karimov Bekzod,M,47,Xorazm,savdo,89,4530000,4,orta,55
A001632,G'ulomov Umid,M,52,Navoiy,savdo,56,4220000,5,orta,102
A001633,Ergashev Dildora,F,40,Andijon,savdo,143,7410000,5,orta_maxsus,99
A001634,Sharipov Zilola,F,52,Jizzax,savdo,121,3700000,2,orta_maxsus,44
